,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district-of-columbia,florida,georgia,guam,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new-hampshire,new-jersey,new-mexico,new-york,north-carolina,north-dakota,ohio,oklahoma,oregon,pennsylvania,puerto-rico,rhode-island,south-carolina,south-dakota,tennessee,texas,utah,vermont,virginia,washington,west-virginia,wisconsin,wyoming
359,505,130,1735,327,4213,1108,0,270,151,4690,2269,1,89,104,2565,1236,519,205,839,0,183,932,1722,1692,946,576,550,186,351,500,273,3681,282,7675,2027,79,1506,982,195,2473,1037,370,1201,149,1227,4014,570,145,1477,597,304,634,0
360,361,102,1335,165,2848,840,0,218,146,4098,1709,0,56,39,1068,748,354,202,525,742,159,709,1425,1141,895,260,331,72,172,230,166,2492,180,6788,1502,34,735,463,206,1736,1611,224,1410,211,1235,2885,412,119,1163,90,191,364,0
361,344,90,783,133,4074,585,2066,212,160,3312,1444,2,46,339,1182,475,214,311,331,505,132,716,988,1142,472,70,407,45,140,203,199,2283,118,5885,1228,28,1254,166,230,1908,819,192,852,7,752,3944,259,116,892,1123,177,194,139
362,534,90,563,432,4125,838,749,119,331,4426,1761,1,44,481,1510,574,629,235,877,639,133,631,1263,1535,706,357,815,134,454,429,192,4082,198,7153,997,95,1893,271,492,2947,609,318,633,157,1088,5148,560,87,1537,686,237,619,69
363,528,147,830,317,3481,1240,512,216,96,4853,1740,4,48,456,1682,858,830,231,1007,590,195,900,1657,2682,905,437,622,150,313,325,211,3735,249,6620,1861,101,1868,821,284,2611,285,407,1127,209,1349,5424,658,85,1246,712,309,696,42
364,479,215,1835,340,3587,955,735,195,122,5065,1714,2,61,364,1700,913,539,238,1207,421,187,924,1809,2569,1093,679,699,181,301,618,301,3775,233,7025,2061,111,1448,697,353,2675,216,437,921,201,1602,6125,646,129,1250,774,332,657,98
365,477,110,1367,459,3563,1291,1185,233,154,5214,1567,9,67,333,1763,953,532,230,960,548,209,990,1786,2944,1102,763,621,132,298,858,310,4171,264,9245,1998,121,1806,424,393,3064,1152,354,1491,184,1365,5200,519,123,1589,770,351,756,51
366,473,169,262,314,2451,1242,0,248,150,5244,1254,1,66,293,1675,838,465,177,679,0,206,1101,1757,2003,1187,690,612,170,270,442,245,3826,183,6588,892,95,1558,627,355,2472,712,367,1672,146,1111,3273,491,75,1348,672,318,608,0
367,292,108,649,130,2199,1215,0,227,79,3699,819,0,53,118,1484,697,306,148,445,913,169,860,1692,1914,997,203,362,34,174,222,296,3275,144,6093,2166,34,893,494,225,1822,782,296,874,130,1486,2251,396,192,1173,109,320,393,0
368,298,96,638,117,2927,422,2525,235,112,2826,977,5,48,303,782,414,329,242,395,172,174,617,1156,1914,826,101,354,173,106,184,198,2792,177,6365,1337,25,1149,311,171,1851,736,148,768,26,663,4984,221,102,1130,1124,202,302,164
369,601,105,497,396,1999,322,853,138,107,4791,1743,0,49,350,1997,563,450,224,802,994,189,658,1202,2578,708,369,456,411,417,346,257,3677,176,6600,1093,149,1883,233,262,3093,682,279,682,142,904,5071,481,55,1276,690,375,718,25
370,454,176,445,325,3501,626,373,140,81,4599,2044,3,72,454,1655,905,536,193,960,445,203,917,1711,3785,1036,352,594,140,315,301,297,4267,243,9179,1999,134,1458,493,209,3190,289,439,1233,175,1938,5117,699,59,1327,869,283,719,97
371,401,152,284,264,3576,1242,1156,304,81,5093,2267,4,92,341,2325,962,559,167,777,542,241,1113,1941,3119,1496,322,549,132,310,297,335,4426,251,8259,2004,119,2104,561,363,3047,276,407,1400,237,1071,3505,560,141,2082,841,376,713,30
372,471,63,423,228,3271,1782,1207,211,142,5140,1600,0,104,383,2380,861,569,207,723,194,238,1152,2163,4417,1435,392,502,152,292,265,294,4343,216,8333,1915,111,1551,418,372,3474,1093,396,1305,315,1415,3837,447,146,1632,906,388,697,102
373,376,185,735,274,2165,1466,0,309,141,5105,1717,0,90,235,1962,891,386,157,640,443,222,1118,2376,3255,1380,361,472,198,265,271,320,4857,186,7581,2034,88,1483,423,326,3742,641,405,1592,205,1942,2708,467,162,1563,721,390,578,0
374,332,117,488,108,1777,802,0,347,54,3987,1504,0,83,98,1431,772,348,177,316,443,172,1007,1811,2884,951,160,326,94,164,227,227,3204,171,8008,1591,49,931,381,211,2065,885,302,1194,144,754,2532,375,185,1159,44,344,424,0
375,280,50,484,52,2992,304,2976,143,154,2862,744,4,82,242,1220,513,242,257,293,443,178,682,1206,2884,1152,95,345,38,126,156,207,3118,162,6770,1248,50,1444,159,175,2220,811,210,622,105,757,2901,159,99,1063,471,245,378,149
376,544,174,507,239,2539,1370,898,181,105,5302,1791,2,43,359,1832,665,573,232,878,707,131,722,1821,4540,855,306,664,354,419,147,382,4752,171,7017,1062,164,1628,185,310,3622,565,404,710,128,1266,4738,383,94,1267,1430,354,586,69
377,440,210,605,231,2806,1216,1457,211,107,5143,1224,3,61,425,2793,971,796,215,695,450,199,1173,2121,5172,1310,387,636,214,316,246,389,4053,211,7500,2098,136,1848,503,368,4668,395,459,1015,270,1171,3655,562,95,1470,917,352,1004,88
378,433,146,138,334,2493,1373,1489,220,74,5773,1964,5,127,343,2190,956,723,219,720,399,218,1382,2410,5843,1857,317,563,164,336,444,518,3904,216,8379,2112,197,1501,370,422,3594,425,494,1331,254,1609,3295,527,187,1559,1082,452,866,33
379,313,177,571,184,3426,1409,1699,289,156,5750,1659,2,129,317,3002,1106,838,184,641,449,253,1361,2760,6062,1699,268,555,150,311,445,335,5540,225,8758,2154,184,2742,469,489,5027,772,488,1418,209,1145,3579,453,283,1799,1092,490,833,126
380,360,199,776,165,2113,1295,0,378,226,5883,1410,1,117,224,2678,981,536,149,611,0,210,1366,2570,5245,1736,210,532,117,280,302,371,4613,171,8081,2250,154,1690,345,407,6496,1116,505,1447,248,996,3300,460,125,1912,1081,549,730,0
381,288,199,554,69,2088,957,0,363,124,4943,826,3,107,70,2250,947,468,139,358,0,197,1335,1975,4619,1225,196,366,31,203,143,282,4461,161,9440,1683,47,1019,345,250,1575,685,330,1087,163,814,1874,389,197,1392,52,283,474,0
382,270,129,604,79,3150,807,3229,342,73,3374,1165,4,108,265,1761,715,314,229,309,838,180,1031,1500,4619,1550,79,370,35,145,212,313,3583,182,8022,1372,56,1497,195,212,3150,2604,227,871,92,815,3779,194,182,1143,1506,391,335,144
383,461,90,586,178,2351,957,1617,172,165,5062,1320,1,73,313,2404,722,584,206,740,510,223,903,2050,6306,1273,163,721,158,527,221,374,4819,147,6798,1370,241,2458,121,406,4609,977,408,602,159,1193,4131,371,107,1432,874,365,901,46
384,403,160,733,212,2507,1763,832,230,100,5294,1807,2,105,460,2592,1048,571,201,803,520,251,1366,2499,7107,1648,288,571,231,371,268,462,3633,275,8628,1929,211,1989,391,442,4223,356,616,963,264,1193,3872,514,166,1035,1191,375,806,74
385,344,230,381,211,2651,1604,1580,388,143,6790,1425,3,118,361,3526,1221,878,186,966,537,284,1584,2759,7098,2138,271,495,173,332,350,363,5547,293,9144,2027,208,2475,415,512,3770,578,494,1053,230,1870,3891,487,248,1825,1255,489,834,79
386,397,198,940,144,3760,1645,1488,404,151,6490,1582,2,139,284,3235,1208,633,179,685,0,401,1457,2440,6151,2536,284,593,128,377,342,471,4481,207,8099,2076,161,1677,373,489,4016,906,441,1352,197,1252,2087,422,232,1538,1350,448,901,58
387,366,233,706,217,2851,1571,0,490,125,6017,1125,4,117,318,2839,1054,536,155,579,0,279,1275,2453,9292,2064,290,546,184,214,462,438,4398,196,7893,1889,117,2293,324,467,5327,1398,426,1245,175,1067,1748,447,150,1542,1118,438,822,0
388,250,133,464,84,1554,1220,0,301,105,4794,874,0,101,47,2449,948,416,142,0,636,295,1669,0,5541,0,97,348,105,20,260,398,3759,151,7391,1382,61,1459,325,402,3018,1118,292,0,0,896,1123,344,244,1267,143,337,631,0
389,245,117,608,44,3301,867,2699,202,75,3480,643,7,97,290,2102,717,318,278,405,636,223,859,2988,5541,1383,70,266,0,146,181,279,2801,96,7068,1054,76,1459,227,246,3931,708,86,1197,156,553,2916,173,118,1023,1672,261,302,82
390,564,86,570,163,2211,1266,1074,230,122,5556,1474,2,62,346,2931,617,557,258,330,218,290,867,1803,6149,3012,183,763,191,299,295,385,3671,178,5820,870,260,1871,120,530,4849,252,425,1336,163,892,4630,300,106,1434,594,308,1204,90
391,467,218,750,244,2403,1913,1038,237,94,5885,1528,3,80,349,3790,1217,779,229,1019,702,401,1471,2550,9369,1996,270,675,193,528,277,425,4198,216,7443,1380,193,2064,142,470,4604,285,594,829,295,1336,4068,612,69,1550,1204,360,954,81
392,441,222,670,199,2568,1886,1012,364,170,7939,1490,2,128,310,3739,1389,661,217,627,449,319,1297,2393,8539,2524,240,665,224,403,386,506,4286,258,8823,2087,197,2742,483,667,4466,734,501,968,222,1586,4455,483,227,1928,975,431,1156,102
393,401,242,1302,178,3611,1935,1807,382,136,7121,1441,3,90,312,4004,1344,664,220,733,736,438,1840,2312,8834,2646,243,609,224,386,637,537,4149,121,9163,2509,124,1946,416,543,5145,1775,495,1167,270,1149,3029,444,146,1542,1624,466,1210,71
394,432,178,819,171,3117,1455,0,422,128,6906,1570,2,118,221,3630,1363,511,145,500,0,311,1584,2300,7539,2449,238,577,168,436,752,468,3561,206,7226,2248,213,2048,382,731,4196,2293,541,1013,238,1339,2718,407,150,1700,1367,463,992,0
395,313,97,540,100,3514,1235,0,369,68,5520,1092,2,96,51,2942,1164,413,142,365,0,215,1483,1991,5276,1776,117,428,41,197,320,408,3351,206,6849,1938,44,1855,382,499,3362,1695,326,920,0,873,1417,344,237,1227,300,394,616,0
396,290,78,675,69,3759,912,2985,357,73,1613,939,5,73,266,2433,1136,313,279,267,991,296,985,1532,5277,1993,70,428,70,144,319,375,1566,207,5298,1469,63,1934,204,282,3728,1939,251,737,187,655,4034,185,89,1310,1863,280,448,115
397,567,132,610,224,2560,1904,1118,211,113,9068,1913,5,66,219,3193,956,578,244,796,452,571,1084,1598,10277,1358,317,790,173,331,412,376,4797,177,5212,1364,231,2340,109,548,6120,2580,499,702,262,1232,4545,358,97,2048,998,390,1121,82
398,478,198,419,220,2459,2324,1609,382,193,6772,1735,4,74,437,3536,1201,745,219,774,394,547,1552,2244,9349,1697,275,698,205,392,395,378,3525,214,6417,2359,176,2216,406,808,6374,1343,478,804,225,1132,3504,530,100,1301,1110,370,1064,57
399,444,186,460,283,2658,1500,702,402,106,6762,1600,5,100,210,3581,1379,498,186,821,805,579,1444,2123,7191,2729,410,569,192,309,549,542,3876,227,7151,2434,165,2164,302,725,5126,695,432,1089,234,1803,3409,456,176,1415,1321,414,1106,76
400,408,183,845,237,2906,2260,1062,409,134,7296,1650,3,101,212,3866,1292,443,241,702,479,572,1564,2216,9850,2287,216,364,118,409,536,385,4335,263,6736,2475,177,2003,273,695,5547,1933,464,1261,243,1375,3039,463,139,1594,1741,454,1002,64
401,416,176,480,221,1914,1450,0,458,130,6323,1671,6,104,181,3194,1266,559,161,592,0,414,1500,1968,6076,2419,292,42,148,505,232,369,3880,203,8338,2338,139,1987,300,875,4372,2645,376,983,200,4216,2105,413,66,1608,1591,440,892,0
402,272,141,711,45,1688,1261,0,383,83,6834,972,4,116,52,2666,958,325,168,275,0,346,1169,1407,4585,1845,157,370,56,176,232,307,3116,203,5740,1955,58,1076,301,620,2843,2142,231,1023,0,704,1377,248,147,1305,70,363,566,0
403,318,116,692,59,2687,777,2339,391,78,4237,889,10,68,225,1959,713,327,267,231,1018,260,631,1317,4586,1284,37,378,57,140,234,197,2160,204,4462,1380,51,1632,186,471,3092,2187,204,754,133,561,3171,200,96,978,1443,253,395,111
404,547,97,702,198,2585,1963,738,161,129,5645,1312,5,46,238,2587,677,482,221,604,360,420,925,1188,6601,1185,362,718,177,495,381,270,2809,137,4520,1200,237,1799,75,565,5062,1839,327,575,171,842,4475,315,53,1236,1651,316,1023,78
405,449,214,649,352,1984,1492,856,288,72,5571,1318,13,74,294,2765,1155,683,243,780,667,500,1205,1596,5973,1600,233,704,158,488,436,338,3438,168,4628,1963,176,1789,238,977,4538,752,378,764,157,1095,3865,590,73,1261,1593,410,848,62
406,613,218,647,161,2181,2361,737,276,99,6684,1706,12,102,234,3170,1183,546,221,624,624,403,1203,1628,5511,1970,319,921,181,309,528,600,3196,207,5137,2236,167,1724,283,976,4072,766,322,881,134,1381,3676,472,87,1373,1542,403,923,95
407,374,142,896,236,2344,1876,1034,328,101,5464,1842,2,97,190,3369,1074,470,178,598,542,371,1163,1621,5640,2164,212,888,155,292,562,240,2804,231,5194,2167,152,1788,304,1010,4067,2232,298,979,199,1851,2988,344,91,1340,1905,398,949,83
408,388,136,729,184,1285,1917,0,336,78,7411,1513,4,53,182,2907,1104,427,130,482,0,373,1196,1563,5204,2103,214,716,175,383,280,311,2754,207,4269,2578,119,1526,233,810,3691,1908,299,1003,136,953,1650,472,63,1005,1388,368,773,0
409,265,198,661,64,1312,1567,0,297,104,4671,916,0,128,39,2035,828,218,144,324,0,164,906,1214,3540,1556,212,379,49,152,280,279,1679,207,4164,1779,32,873,233,770,2626,1747,208,760,0,752,1706,281,97,884,116,306,483,0
410,268,83,750,63,2755,1011,2167,238,55,3513,812,8,70,321,2137,683,264,263,211,892,229,557,881,3540,1197,212,316,14,100,280,114,1558,209,3440,1334,121,1396,262,621,2690,1415,120,531,94,554,3348,246,41,719,2394,286,411,122
411,487,133,682,229,2238,2015,407,145,93,5271,1299,16,52,289,2556,839,405,194,714,452,425,677,965,4584,1078,172,524,176,258,405,268,2124,153,2953,1148,189,1560,115,719,3661,1564,232,442,148,1091,4070,327,58,1105,1044,257,946,65
412,424,186,603,291,1579,1137,621,242,62,5178,1400,12,72,255,2728,1261,531,158,738,442,261,1002,1613,4943,1507,334,791,202,251,390,202,2113,221,3365,1765,156,1723,249,876,3542,648,341,684,170,1159,3856,518,48,1120,1669,377,838,116
413,446,165,881,240,1725,2789,486,195,81,5666,1444,8,128,210,3394,1387,510,164,790,571,254,966,1395,4197,1913,161,795,174,218,453,271,2242,229,4326,1985,144,1786,289,914,3362,535,293,913,134,1194,4027,463,101,1187,1537,434,916,70
414,371,135,844,196,2100,1772,786,369,83,5306,1464,5,123,177,3207,1481,401,118,719,686,268,942,1335,3863,1874,246,756,154,267,510,210,1858,286,4074,2231,175,1541,374,982,4462,1590,275,1111,128,1031,3388,338,128,1249,1389,405,871,73
415,327,88,1074,243,1542,1838,0,217,0,5419,1300,11,125,120,2813,1155,403,171,644,0,403,939,1306,3708,1712,0,848,168,206,267,277,1589,213,3725,1823,166,1707,241,785,2718,1157,227,899,0,1071,1881,410,80,963,1550,393,766,0
416,271,106,356,137,1305,961,0,290,158,3841,1302,6,117,34,1860,1072,329,173,368,0,231,649,893,2778,1711,0,991,45,95,267,214,1198,213,2950,1618,69,985,241,747,2220,1173,177,718,0,609,1168,279,94,761,144,403,489,0
417,272,67,652,61,2366,956,1312,159,48,3075,870,8,78,214,2049,798,264,171,310,760,245,520,563,2779,1105,500,324,62,98,267,129,983,213,2568,1126,55,995,85,533,2368,962,116,522,85,498,3380,228,32,611,2535,286,375,148
418,445,94,701,296,2240,1519,417,138,83,3682,1178,15,82,209,2211,772,416,125,772,998,417,501,854,3120,995,208,510,223,256,476,208,1004,204,2480,981,149,1285,142,734,2656,924,191,428,229,655,2860,259,33,771,1336,315,843,77
419,339,147,742,298,1559,1611,609,198,55,4394,1018,12,65,202,2410,1142,496,345,708,466,348,679,1019,3047,1241,104,633,140,239,373,167,2528,205,2511,1468,169,1450,252,806,2387,397,243,615,99,853,2387,480,56,842,1396,397,772,71
420,381,95,601,188,2585,1563,711,172,39,4504,1213,4,134,166,1778,1250,387,143,653,407,318,578,1161,4113,1651,214,629,133,213,394,253,1413,273,2964,1798,137,1387,148,745,3268,290,209,672,84,1208,2727,395,49,856,1140,387,840,89
421,325,117,820,222,2168,1402,436,204,56,4165,1249,3,120,187,3321,1167,398,324,633,564,288,768,976,3367,1450,240,607,149,220,498,203,967,279,2701,1932,123,1397,234,824,2647,1261,205,869,76,790,2603,386,97,938,1446,323,751,96
422,267,86,939,245,1253,1566,0,174,28,3977,1013,11,94,81,1729,1049,284,115,542,0,287,656,795,2577,1282,0,531,152,194,268,164,650,189,3226,1484,98,1297,255,818,2345,1522,167,624,0,1033,1559,360,52,779,1350,400,656,0
423,193,96,448,95,1019,927,0,201,16,3231,628,2,85,17,1741,906,173,115,195,0,244,434,858,1493,803,0,355,35,87,266,123,339,190,2237,1295,43,794,255,601,1112,919,113,522,0,559,1040,232,41,539,69,321,336,0
424,169,42,642,76,2154,881,827,105,15,2296,460,7,63,242,1424,591,187,115,155,1096,214,276,474,1494,1190,509,256,11,66,266,177,152,189,1932,974,44,713,157,369,1681,723,67,416,77,376,2236,207,55,336,1755,209,203,141
425,342,57,683,233,1499,1284,409,90,87,3263,958,1,65,233,1562,664,330,205,757,650,238,399,555,2668,575,267,399,172,411,470,132,561,136,1787,699,126,1411,85,642,2217,461,150,287,125,628,2975,224,65,600,1212,263,620,71
426,258,86,469,224,1466,1213,187,115,54,3184,921,17,49,225,1795,842,434,206,677,480,302,471,760,2765,909,205,522,210,177,464,160,486,195,1989,1493,111,1449,143,598,1882,63,167,384,83,847,2468,468,45,561,1105,328,659,58
427,283,81,544,192,1957,1846,471,126,68,4064,1114,2,78,149,1918,883,286,183,672,415,295,474,721,2370,1009,362,619,112,159,436,211,428,200,2515,1394,114,1161,153,718,2563,351,158,358,81,898,2628,418,73,579,1336,387,585,103
428,200,105,854,250,1905,1565,365,136,20,3590,918,16,87,173,1841,900,241,184,553,421,305,512,429,2102,1305,201,463,131,88,389,126,323,218,2360,1501,96,1014,151,810,1643,804,145,629,46,710,2304,336,68,493,2374,325,602,83
429,162,44,474,202,1141,972,0,159,106,3319,743,11,109,96,1513,799,192,122,484,0,175,378,1153,1491,872,0,432,84,125,180,133,646,178,1694,1066,84,919,177,637,1737,678,105,529,0,808,920,320,55,685,756,295,581,0
430,69,42,482,95,740,630,0,135,15,2482,529,1,130,0,1248,727,192,122,287,0,192,369,549,1288,805,0,307,41,39,180,113,269,178,1991,864,47,618,177,505,887,742,101,483,0,402,1272,242,36,280,82,236,244,0
431,184,50,468,67,1312,689,662,83,45,1976,407,12,77,275,946,538,116,124,284,1114,199,212,299,1288,589,316,207,38,13,182,98,347,180,1713,688,31,729,77,198,1402,1001,61,346,41,276,2377,164,29,272,842,178,159,143
432,336,48,619,313,1233,730,81,87,26,2805,767,6,58,193,1495,482,250,259,639,494,199,212,438,1535,516,608,398,138,100,287,130,646,150,1159,622,100,993,71,508,1629,411,99,159,98,660,2588,257,33,378,695,209,621,97
433,288,90,540,244,1478,1245,228,101,18,2811,700,9,73,240,1633,803,300,259,584,616,202,337,516,1950,654,257,458,131,64,348,74,444,153,1624,969,127,918,124,397,1051,25,128,390,38,573,1914,430,43,491,908,309,506,57
434,339,74,590,256,1678,952,206,103,28,2893,833,6,80,188,1542,892,244,203,565,420,219,319,605,1570,866,276,524,33,104,302,113,561,206,1806,1187,78,1208,172,569,1740,206,87,358,55,639,1719,266,38,591,952,305,585,214
435,443,64,571,201,1224,812,171,135,27,2371,704,7,61,168,1573,789,185,203,541,340,170,443,448,1259,679,105,621,136,104,334,77,652,173,1759,1020,69,1004,185,495,1708,616,104,468,34,553,1578,300,39,396,1591,265,457,70
436,394,45,645,177,776,841,0,114,0,3406,602,1,0,0,1108,666,159,92,425,0,159,521,451,1206,596,0,510,7,43,135,76,378,117,1496,1020,68,871,189,505,1275,267,88,331,0,528,1087,262,19,481,37,246,403,0
437,57,29,321,97,734,432,0,85,59,2069,365,2,141,79,943,564,137,92,215,0,116,244,346,769,439,0,293,35,19,135,59,301,117,1207,821,26,683,188,333,820,620,43,336,0,313,643,231,22,236,1015,207,164,0
438,132,17,450,49,1446,457,386,44,14,1606,293,2,34,250,933,375,96,93,263,588,92,228,228,770,468,482,189,21,108,135,46,102,119,1253,581,30,566,81,283,1168,785,38,384,31,259,2060,148,21,76,1015,147,166,137
439,306,37,500,329,1391,1403,181,74,41,1874,651,5,23,149,808,490,173,223,573,1044,61,160,228,973,243,157,463,153,72,265,79,389,184,924,525,80,727,89,419,801,271,70,160,81,461,2267,185,9,654,1016,246,446,73
440,269,61,656,183,1143,831,88,49,19,2327,549,2,50,192,1139,645,173,223,436,419,162,198,429,1055,432,154,453,77,71,227,42,395,165,1134,866,67,987,119,393,961,17,72,337,48,432,1572,268,26,323,1637,214,384,91
441,346,42,764,218,1540,832,157,75,22,2338,694,11,58,139,891,657,141,138,420,467,122,217,245,636,499,211,660,169,46,232,143,394,128,1302,849,40,732,137,426,1227,413,84,381,34,515,1833,309,20,357,1496,295,350,87
442,228,43,807,214,1430,802,204,74,54,2338,545,2,44,135,982,558,130,139,412,354,128,248,287,734,359,131,641,95,61,267,37,266,123,1149,738,49,660,144,422,881,811,42,408,57,401,1425,272,8,404,1062,243,283,96
443,160,43,557,160,824,679,0,89,0,1909,632,0,48,0,802,428,79,115,381,0,107,185,224,569,338,0,459,67,21,126,49,255,82,1079,747,46,585,140,372,710,572,45,261,0,324,693,192,10,322,768,242,235,0
444,160,16,623,61,518,484,0,51,0,1465,261,0,122,42,602,358,81,120,204,0,87,249,162,328,279,0,255,24,21,126,27,246,82,889,626,20,377,140,256,490,563,32,180,0,192,175,176,9,227,67,138,104,0
445,160,28,361,30,355,285,0,45,0,1310,237,0,30,0,521,147,47,101,96,0,42,117,0,328,0,306,154,20,22,138,0,197,82,640,448,9,0,142,215,315,490,18,170,29,183,173,143,11,146,653,98,75,110
446,160,21,4,69,1418,407,222,28,16,1253,239,17,56,251,401,370,58,100,137,979,39,101,186,328,133,42,181,15,36,124,41,158,84,570,268,18,622,44,174,842,319,9,146,0,188,756,112,4,59,667,76,50,110
447,553,33,915,242,825,576,115,17,97,1234,491,14,25,173,478,261,191,90,412,642,61,65,134,497,128,101,478,158,30,419,24,273,71,542,265,83,334,42,347,539,38,43,118,36,426,2422,200,8,186,755,126,306,69
448,430,45,322,197,1168,845,70,46,30,1878,446,6,45,152,674,418,165,166,416,313,106,134,258,530,236,192,604,127,83,350,49,281,108,797,481,53,490,115,251,743,21,30,102,15,369,1626,343,8,258,880,144,221,110
449,557,57,346,253,1129,767,143,48,27,1832,495,11,69,165,626,445,99,166,509,364,71,145,200,554,253,141,704,131,41,361,37,293,142,976,680,53,621,152,428,613,357,55,99,19,320,1134,288,12,259,707,121,242,80
450,247,19,277,203,804,731,0,65,0,2572,342,0,64,0,538,419,117,81,363,0,97,132,217,429,294,0,516,0,30,209,0,358,71,916,501,27,379,122,320,402,505,39,221,0,296,1456,306,2,286,616,121,198,0
451,246,22,507,88,698,374,0,56,0,2572,280,0,81,59,342,254,57,81,73,0,78,104,143,231,258,0,163,0,30,209,0,209,71,705,437,21,268,122,257,330,417,23,182,0,166,464,223,24,155,0,106,50,0
452,246,8,374,62,1158,317,197,41,0,2573,263,6,33,176,244,275,71,82,35,797,30,84,112,231,194,332,162,121,30,209,64,208,72,680,359,16,255,94,122,468,306,11,95,12,102,1115,174,4,90,920,81,71,150
453,216,27,414,231,1088,600,66,21,51,1184,392,5,36,127,365,364,82,200,599,102,69,78,121,362,125,57,705,137,37,347,3,195,61,563,299,39,426,80,297,429,351,21,120,29,261,1842,252,13,182,770,96,218,71
454,305,25,433,201,1034,697,108,37,8,1590,411,9,46,138,408,352,110,201,327,310,53,126,143,306,139,107,644,73,29,217,52,184,76,660,544,44,391,124,262,389,19,38,229,12,271,1596,360,5,197,637,90,164,97
455,290,26,370,289,1086,596,57,33,24,1726,458,6,62,102,366,460,91,134,271,473,65,121,120,362,161,194,687,99,35,295,44,342,96,821,464,53,344,122,358,684,272,40,85,21,214,1796,313,14,215,714,119,171,71
456,188,18,422,393,1007,930,31,38,7,2237,434,6,78,118,401,395,131,135,230,228,38,113,131,329,161,236,637,71,43,262,28,274,125,703,425,35,347,178,296,360,465,25,146,8,237,820,266,6,105,568,94,149,102
457,183,22,570,264,557,604,0,26,0,1898,375,0,104,0,268,443,131,81,273,0,53,86,126,230,148,0,552,0,18,146,0,249,75,769,559,40,385,195,278,314,355,25,132,0,289,1246,357,5,141,515,69,124,0
458,183,13,348,91,577,473,0,36,0,1117,223,0,36,82,298,295,24,81,83,0,50,82,39,194,146,0,415,0,18,146,0,207,75,543,385,6,251,196,164,173,270,30,132,13,151,601,194,5,73,375,79,46,0
459,184,19,394,103,1105,237,115,21,21,1117,180,8,56,146,165,140,111,83,129,554,13,60,58,195,116,266,301,89,19,147,75,231,77,493,284,8,178,99,125,333,305,7,132,0,88,1019,169,1,68,375,57,40,120
460,290,13,423,302,1082,391,56,39,34,991,307,7,37,89,226,303,158,164,268,559,29,67,79,220,90,47,580,99,41,252,35,249,121,475,272,33,296,45,305,427,157,26,84,21,219,1610,237,8,137,497,77,161,69
461,160,26,436,288,818,464,39,0,10,1719,498,10,30,87,352,216,94,165,222,325,51,78,68,221,86,83,857,72,43,363,18,283,80,525,333,19,381,216,239,282,33,26,153,5,315,1318,413,9,277,502,90,58,56
462,167,46,332,288,1050,543,35,52,9,1626,408,5,36,87,248,262,106,98,232,335,34,79,107,177,132,193,724,71,29,296,29,238,105,649,362,28,244,209,290,358,137,24,51,11,272,1481,369,9,166,457,71,134,66
463,167,39,364,276,1111,474,70,31,11,1627,385,1,44,0,102,270,72,98,183,326,36,86,76,156,107,244,917,75,26,385,29,266,121,612,220,24,382,181,311,221,460,23,87,0,180,1235,325,3,114,463,57,134,65
464,120,39,641,251,535,396,0,27,0,1634,377,0,70,54,285,241,69,52,173,0,41,62,91,119,115,0,630,0,26,213,33,208,89,597,297,15,208,150,279,165,356,13,61,0,193,1567,290,0,89,366,56,96,0
465,118,36,385,133,624,272,0,20,0,1634,203,0,69,22,285,134,62,52,83,0,32,42,41,119,103,0,508,0,26,213,32,144,87,424,241,8,166,150,196,104,282,19,155,0,141,216,249,0,54,224,47,40,0
466,118,13,384,90,1280,222,92,16,5,410,184,17,14,167,185,150,76,52,99,686,18,40,48,120,99,159,423,58,27,214,10,126,87,459,248,4,123,151,76,215,276,13,86,18,80,684,160,8,116,506,40,26,140
467,190,28,422,485,1039,383,45,13,27,1679,351,20,20,118,191,198,82,161,181,325,20,49,33,134,79,67,733,116,38,400,19,246,97,360,201,27,349,162,255,164,252,14,63,35,95,1896,289,3,144,378,45,129,74
468,191,47,490,389,903,504,38,22,9,0,389,6,42,153,258,282,107,161,160,482,13,59,68,236,71,118,871,62,53,447,18,268,76,505,461,16,323,265,228,127,9,38,88,22,189,1471,487,8,228,402,62,130,72
